,BNF CODE,BNF NAME                                    ,SUB_CHAPTER,SUB_CHAPTER_REM,ITEMS  ,NIC        ,ACT COST   ,QUANTITY
2499828,21270001509,Juzo Expert Strong Acc For L/Limb Tricot,2127000,1509,1,61.12,56.61,4
8450530,21270001510,Juzo Expert Strong Acc For L/Limb Velcro,2127000,1510,1,10.19,9.44,1
129884,21270001512,Mediven harmony Class 1 Armsleeve Lymph ,2127000,1512,1,15.13,14.03,1
333786,21270001513,Mediven harmony Class 1 Armsleeve Extra ,2127000,1513,1,30.26,28.04,2
34994,21270001514,Mediven harmony Class 1 Armsleeve + Grip,2127000,1514,1,40.34,37.37,2
4198,21270001515,Mediven harmony Class 1 A/Sleeve + Grip ,2127000,1515,1,20.17,18.68,1
231770,21270001516,Mediven harmony Class 1 Combined Armslee,2127000,1516,1,27.45,25.44,1
684188,21270001517,Mediven harmony Class 1 Combined A/Sleev,2127000,1517,1,54.9,50.87,2
226090,21270001518,Mediven harmony Class 1 Combined A/Sleev,2127000,1518,1,32.5,30.12,1
706193,21270001519,Mediven harmony Class 1 Combined A/Sleev,2127000,1519,1,65,60.22,2
129885,21270001520,Mediven harmony Class 1 Glove Lymph Gmt ,2127000,1520,1,84.74,78.51,2
124956,21270001521,Mediven harmony Class 2 Armsleeve Lymph ,2127000,1521,1,16.25,15.06,1
2058779,21270001522,Mediven harmony Class 2 Armsleeve Extra ,2127000,1522,1,32.5,30.12,2
28596,21270001523,Mediven harmony Class 2 Armsleeve + Grip,2127000,1523,1,42.58,39.44,2
242592,21270001524,Mediven harmony Class 2 A/Sleeve + Grip ,2127000,1524,1,42.58,39.44,2
23221,21270001525,Mediven harmony Class 2 Combined Armslee,2127000,1525,1,57.16,52.95,2
557295,21270001526,Mediven harmony Class 2 Combined A/Sleev,2127000,1526,1,57.16,52.96,2
305633,21270001527,Mediven harmony Class 2 Combined A/Sleev,2127000,1527,1,67.24,62.3,2
344774,21270001528,Mediven harmony Class 2 Combined A/Sleev,2127000,1528,1,67.24,62.3,2
4199,21270001529,Mediven harmony Class 2 Glove Lymph Gmt ,2127000,1529,1,89.22,82.64,2
4681580,21270001538,Solidea Marilyn Class 1 Thigh Closed Toe,2127000,1538,1,32.9,30.49,2
7584482,21270001539,Solidea Marilyn Class 1 Thigh Open Toe +,2127000,1539,2,65.8,60.97,4
8411087,21270001540,Solidea Marilyn Class 2 Thigh Closed Toe,2127000,1540,1,35.9,33.27,2
4815888,21270001554,Solidea Wonder Model Class 1 Tights Clos,2127000,1554,1,39.6,36.69,1
8770509,21270001556,Solidea Wonder Model Class 2 Tights Clos,2127000,1556,1,44.9,41.6,1
1258838,21270001558,Jobst Elvarex Soft Acc For L/Extrem w/a+,2127000,1558,2,68.36,63.32,4
671631,21270001615,Jobskin MTM Premium Class 3 B/Knee Lymph,2127000,1615,1,33,30.58,1
169741,21270001655,ReadyWrap Calf Lymph Gmt                ,2127000,1655,1,171.38,158.75,2
441049,21270001656,Jobst UltraSheer Class 1 Knee High Close,2127000,1656,1,53.58,49.64,4
846240,21270001657,Jobst UltraSheer Class 1 Thigh C/T Stnd+,2127000,1657,1,51.46,47.67,2
1302770,21270001658,Jobst UltraSheer Class 1 Thigh C/T Stnd+,2127000,1658,1,51.46,47.68,2
158153,21270001659,Jobst UltraSheer Class 1 Thigh C/T Wide+,2127000,1659,1,51.46,47.67,2
2230201,21270001661,Jobst UltraSheer Class 1 Thigh O/T Stnd+,2127000,1661,1,51.46,47.68,2
2230202,21270001662,Jobst UltraSheer Class 1 Thigh O/T Wide+,2127000,1662,1,51.46,47.68,2
846242,21270001663,Jobst UltraSheer Class 1 Tights Closed T,2127000,1663,3,653.1,604.99,14
631114,21270001664,Jobst UltraSheer Class 2 Knee Closed Toe,2127000,1664,1,53.58,49.64,4
1846997,21270001665,Jobst UltraSheer Class 2 Knee Open Toe L,2127000,1665,1,26.79,24.83,2
820349,21270001666,Jobst UltraSheer Class 2 Thigh C/T Stnd ,2127000,1666,1,51.46,47.67,2
846243,21270001667,Jobst UltraSheer Class 2 Thigh C/T Stnd ,2127000,1667,1,154.38,143.01,6
7828893,21270001668,Jobst UltraSheer Class 2 Thigh C/T Stnd ,2127000,1668,1,51.46,47.68,2
5589872,21270001670,Jobst UltraSheer Class 2 Thigh C/T Wide ,2127000,1670,1,51.46,47.68,2
8099516,21270001671,Jobst UltraSheer Class 2 Thigh C/T Wide ,2127000,1671,1,51.46,47.68,2
6616573,21270001672,Jobst UltraSheer Class 2 Thigh O/T Stnd ,2127000,1672,1,51.46,47.68,2
5459691,21270001673,Jobst UltraSheer Class 2 Thigh O/T Stnd ,2127000,1673,1,51.46,47.67,2
7856214,21270001674,Jobst UltraSheer Class 2 Thigh O/T Stnd ,2127000,1674,1,51.46,47.68,2
7876547,21270001675,Jobst UltraSheer Class 2 Thigh O/T Wide ,2127000,1675,1,51.46,47.68,2
5589873,21270001676,Jobst UltraSheer Class 2 Thigh O/T Wide ,2127000,1676,1,51.46,47.68,2
28597,21270001678,Jobst UltraSheer Class 2 Tights Closed T,2127000,1678,1,93.3,86.43,2
1855763,21270001679,Jobst UltraSheer Class 2 Tights Open Toe,2127000,1679,1,46.65,43.22,1
913300,21270001680,Jobst FarrowWrap Strong Footpiece Lymph ,2127000,1680,1,72.9,67.53,2
913301,21270001681,Jobst FarrowWrap Strong Legpiece Lymph G,2127000,1681,1,130.17,120.57,1
1258841,21270001682,Jobst FarrowWrap Strong Thighpiece Lymph,2127000,1682,1,260.34,241.16,2
368227,21270001683,Juzo Attractive Class 1 B/Knee Closed To,2127000,1683,1,25.63,23.75,2
242594,21270001684,Juzo Attractive Class 1 Thigh C/Toe + Sl,2127000,1684,1,94.62,87.64,4
7908661,21270001685,Juzo Attractive Class 1 Thigh C/Toe Wide,2127000,1685,1,94.62,87.66,4
242595,21270001686,Juzo Attractive Class 1 Tights Closed To,2127000,1686,1,50.41,46.71,1
3177110,21270001687,Juzo Attractive Class 2 B/Knee Closed To,2127000,1687,1,51.26,47.49,4
7703137,21270001688,Juzo Attractive Class 2 Thigh C/Toe + Sl,2127000,1688,1,47.31,43.83,2
966808,21270001692,Juzo Dynamic Cotton Class 1 B/Knee Close,2127000,1692,1,49.42,45.78,4
4523796,21270001694,Juzo Dynamic Cotton Class 1 B/Knee C/Toe,2127000,1694,1,26.71,24.75,2
966809,21270001698,Juzo Dynamic Cotton Class 1 Thigh C/Toe ,2127000,1698,1,91.42,84.68,4
7691925,21270001707,Juzo Dynamic Cotton Class 2 B/Knee Open ,2127000,1707,1,24.71,22.9,2
1258842,21270001708,Juzo Dynamic Cotton Class 2 B/Knee Close,2127000,1708,1,49.42,45.79,4
152792,21270001710,Juzo Dynamic Cotton Class 2 B/Knee C/Toe,2127000,1710,1,53.42,49.49,4
3170640,21270001712,Juzo Dynamic Cotton Class 2 Thigh Closed,2127000,1712,1,36.45,33.78,2
3698282,21270001713,Juzo Dynamic Cotton Class 2 Thigh O/Toe ,2127000,1713,1,45.71,42.35,2
581911,21270001717,Juzo Dynamic Cotton Class 2 Tights Open ,2127000,1717,1,98.8,91.53,2
7030319,21270001718,Juzo Dynamic Cotton Class 2 Tights Close,2127000,1718,1,98.8,91.53,2
1604692,21270001723,Mediven harmony Class 1 A/Sleeve + Shoul,2127000,1723,1,19.79,18.34,1
3152716,21270001724,Mediven harmony CL1 A/Sleeve+Shoulder Ca,2127000,1724,1,39.58,36.67,2
5948448,21270001725,Mediven harmony CL1 Combined A/Sleeve+Sh,2127000,1725,1,62.52,57.92,2
6924711,21270001727,Mediven harmony Class 2 A/Sleeve + Shoul,2127000,1727,1,43.1,39.94,2
6051701,21270001728,Mediven harmony CL2 A/Sleeve+Shoulder Ca,2127000,1728,1,43.1,39.94,2
3469184,21270001729,Mediven harmony CL2 Combined A/Sleeve+Sh,2127000,1729,1,64.7,59.94,2
6293559,21270001732,Juzo Attractive Custom Fit L/Limb CL1 B/,2127000,1732,1,54,50.03,2
680396,21270001733,Juzo Attractive Custom Fit L/Limb CL1 B/,2127000,1733,1,123.28,114.2,4
3685631,21270001734,Juzo Attractive Custom Fit L/Limb CL1 B/,2127000,1734,1,61.64,57.11,2
2716430,21270001736,Juzo Attractive Custom Fit L/Limb CL1 Th,2127000,1736,1,73.86,68.43,2
593362,21270001740,Juzo Attractive Custom Fit L/Limb CL1 Ti,2127000,1740,1,107.98,100.03,1
8995377,21270001752,Juzo Dynamic Custom Fit L/Limb Class 1 B,2127000,1752,1,108,100.05,4
4539591,21270001753,Juzo Dynamic Custom Fit L/Limb CL1 B/Kne,2127000,1753,2,61.64,57.1,2
2830958,21270001771,Juzo Dynamic Custom Fit L/Limb Class 2 T,2127000,1771,1,151.8,140.62,4
774272,21270001773,Juzo Dynamic Custom Fit L/Limb CL2 Thigh,2127000,1773,1,83.54,77.39,2
680397,21270001774,Juzo Dynamic Custom Fit L/Limb CL2 Thigh,2127000,1774,1,167.08,154.78,4
7639032,21270001782,Juzo Dynamic Custom Fit L/Limb Class 2 T,2127000,1782,1,110.02,101.92,1
9727658,21270001785,Juzo Dynamic Custom Fit L/Limb CL3 B/Kne,2127000,1785,1,129.36,119.84,4
2690981,21270001789,Juzo Dynamic Custom Fit L/Limb CL3 Thigh,2127000,1789,1,85.56,79.26,2
5497413,21270001799,Juzo Dynamic Custom Fit Acc for L/Limb F,2127000,1799,1,10.19,9.44,1
9803737,21270001801,Juzo Dynamic Cott Custom Fit L/Limb Clas,2127000,1801,1,108,100.05,4
948662,21270001802,Juzo Dynamic Cott Custom Fit L/Limb Clas,2127000,1802,1,81,75.04,3
2690982,21270001807,Juzo Dynamic Cott Custom Fit L/Limb CL1 ,2127000,1807,1,163,151,4
2692619,21270001818,Juzo Dynamic Cott Custom Fit L/Limb Clas,2127000,1818,1,55,50.96,2
8459778,21270001822,Juzo Dynamic Cott Custom Fit L/Limb Clas,2127000,1822,1,75.9,70.32,2
2824243,21270001845,Juzo Hostess Custom Fit L/Limb Class 2 B,2127000,1845,1,55,50.96,2
7608515,21270001850,Juzo Hostess Custom Fit L/Limb Class 2 T,2127000,1850,1,151.8,140.62,4
700483,21270001854,Juzo Hostess Custom Fit L/Limb Class 2 T,2127000,1854,1,110.02,101.92,1
5970531,21270001857,Juzo Soft Custom Fit L/Limb Class 1 B/Kn,2127000,1857,1,61.64,57.11,2
598229,21270001858,Juzo Soft Custom Fit L/Limb Class 1 B/Kn,2127000,1858,1,61.64,57.11,2
2692620,21270001860,Juzo Soft Custom Fit L/Limb Class 1 Thig,2127000,1860,3,147.72,136.87,4
2833126,21270001862,Juzo Soft Custom Fit L/Limb Class 1 Thig,2127000,1862,1,163,151,4
9117863,21270001867,Juzo Soft Custom Fit L/Limb Class 1 Tigh,2127000,1867,1,215.96,200.04,2
2938695,21270001868,Juzo Soft Custom Fit L/Limb Class 1 Tigh,2127000,1868,1,431.92,400.09,4
4601363,21270001869,Juzo Soft Custom Fit L/Limb Class 2 B/Kn,2127000,1869,1,55,50.96,2
3049516,21270001870,Juzo Soft Custom Fit L/Limb Class 2 B/Kn,2127000,1870,1,27.5,25.49,1
2712500,21270001871,Juzo Soft Custom Fit L/Limb Class 2 B/Kn,2127000,1871,2,125.28,116.07,4
2496903,21270001876,Juzo Soft Custom Fit L/Limb Class 2 Thig,2127000,1876,1,83.54,77.39,2
4603315,21270001881,Juzo Soft Custom Fit L/Limb Class 2 Tigh,2127000,1881,1,440.08,407.65,4
7737751,21270001882,Juzo Soft Custom Fit L/Limb Class 2 Tigh,2127000,1882,2,440.08,407.66,4
586285,21270001885,Jobst For Men Ambition Class 1 Knee Clos,2127000,1885,1,56.1,51.98,4
1253824,21270001886,Jobst For Men Ambition Class 2 Knee Clos,2127000,1886,1,28.05,25.99,2
1351817,21270001887,Jobst For Men Explore Class 1 Knee Close,2127000,1887,1,28.05,25.99,2
1185128,21270001888,Jobst For Men Explore Class 2 Knee Close,2127000,1888,1,28.05,25.99,2
881178,21270001890,Mediven Mondi MTM Class 2 One Legged Pan,2127000,1890,1,126.05,116.77,1
235040,21270001891,Mediven Mondi MTM Class 2 Tights Lymph G,2127000,1891,1,326.74,302.67,2
6907670,21270001894,Sigvaris Comfort Class 2 Tights Bodyform,2127000,1894,1,105.1,97.35,2
1103629,21270001896,Sigvaris Comfort Class 2 Tights Bodyform,2127000,1896,2,210.2,194.73,4
242596,21270001897,Sigvaris Comfort Class 2 Tights Bodyform,2127000,1897,1,52.55,48.68,1
7729361,21270001899,Juzo Attractive Class 1 B/Knee O/Toe + S,2127000,1899,1,26.71,24.74,2
2597024,21270001900,Juzo Attractive Class 1 B/Knee C/Toe + S,2127000,1900,1,26.71,24.75,2
5144715,21270001901,Juzo Attractive Class 1 Thigh O/Toe + Sl,2127000,1901,1,47.31,43.83,2
9723493,21270001902,Juzo Attractive Class 1 Thigh O/Toe Wide,2127000,1902,1,47.31,43.83,2
7703138,21270001904,Juzo Attractive Class 2 B/Knee Open Toe ,2127000,1904,1,25.63,23.75,2
2722994,21270001905,Juzo Attractive Class 2 B/Knee O/Toe + S,2127000,1905,1,26.71,24.75,2
2523476,21270001906,Juzo Attractive Class 2 B/Knee C/Toe + S,2127000,1906,1,26.71,24.75,2
7703139,21270001907,Juzo Attractive Class 2 Thigh O/Toe + Sl,2127000,1907,1,47.31,43.83,2
6950319,21270001909,Juzo Attractive Class 2 Tights Open Toe ,2127000,1909,1,100.82,93.4,2
2117314,21270001912,Juzo Hostess Class 1 B/Knee C/Toe + Slc ,2127000,1912,1,26.71,24.75,2
7286130,21270001920,Juzo Hostess Class 2 Thigh Open Toe + Sl,2127000,1920,1,47.31,43.83,2
8324756,21270001923,Juzo Hostess Class 2 Tights Open Toe Lym,2127000,1923,2,252.05,233.5,5
298705,21270001924,Juzo Soft Rib Style Class 1 B/Knee Close,2127000,1924,1,51.26,47.49,4
45269,21270001925,Juzo Soft Rib Style Class 2 B/Knee Close,2127000,1925,1,51.26,47.49,4
2028604,21270001926,Mediven Esprit MTM Class 1 Armsleeve Lym,2127000,1926,1,37.42,34.67,1
3345776,21270001927,Mediven Esprit MTM CL 1 Combined A/Sleev,2127000,1927,1,69.21,64.11,1
2127547,21270001928,Mediven Esprit MTM Class1 Combined A/Sle,2127000,1928,1,94.33,87.39,1
9268651,21270001930,Mediven Esprit MTM Class 1 Glove Lymph G,2127000,1930,1,123.04,113.98,2
1325984,21270001931,Mediven Esprit MTM Class 2 Armsleeve Lym,2127000,1931,1,37.42,34.67,1
59703,21270001932,Mediven Esprit MTM CL 2 Combined A/Sleev,2127000,1932,1,69.21,64.12,1
5809493,21270001933,Mediven Esprit MTM Class2 Combined A/Sle,2127000,1933,1,188.66,174.76,2
8054509,21270001936,Mediven Esprit MTM Class 3 Armsleeve Lym,2127000,1936,1,74.84,69.32,2
6041440,21270001937,Mediven Esprit MTM CL 3 Combined A/Sleev,2127000,1937,1,138.42,128.23,2
3345307,21270001938,Mediven Esprit MTM Class3 Combined A/Sle,2127000,1938,2,471.65,436.91,5
1205894,21270001939,Sigvaris James Class 2 B/Knee Closed Toe,2127000,1939,1,27.35,25.35,2
1219925,21270001940,Sigvaris James Class 2 B/Knee Closed Toe,2127000,1940,1,27.35,25.35,2
3345778,21270001942,Mediven Esprit MTM Class 3 Glove Lymph G,2127000,1942,1,123.04,113.98,2
1325985,21270001944,Mediven Esprit MTM Slc Topband Lymph Gmt,2127000,1944,1,7.88,7.3,1
1084523,21270001945,Mediven Esprit MTM Zip Lymph Gmt Optiona,2127000,1945,1,21.84,20.23,1
344775,21270001946,Jobst FarrowWrap Lite Armpiece Lymph Gmt,2127000,1946,1,136.42,126.38,1
173639,21270001947,Mediven Mondi MTM Acc 'Y' Knitting Mark ,2127000,1947,1,38.76,35.9,4
3177111,21270001948,Jobst Elvarex Plus For L/Extrem CL1 Foot,2127000,1948,1,87.6,81.15,2
1258846,21270001949,Jobst Elvarex Plus For L/Extrem CL2 Foot,2127000,1949,1,182.36,168.93,4
287907,21270001950,Jobst Elvarex Plus Non-Standard Colour F,2127000,1950,1,6.36,5.89,2
1879572,21270001951,Jobst Elvarex Plus For U/Extrem CL1 Gaun,2127000,1951,1,35.94,33.3,1
1187048,21270001953,Jobst Elvarex Plus For U/Extrem CL2 Gaun,2127000,1953,1,112.92,104.61,3
4596056,21270001954,Jobst Elvarex Plus For U/Extrem CL2 Gaun,2127000,1954,1,123.21,114.14,3
4596057,21270001955,Jobst Elvarex Plus Non-Standard Colour F,2127000,1955,2,6.36,5.89,2
4596058,21270001956,Jobst Elvarex Plus 1 Finger Class 1 Lymp,2127000,1956,2,44.11,40.85,11
1258848,21270001957,Jobst Elvarex Plus 1 Finger Class 2 Lymp,2127000,1957,1,25.9,23.99,5
255202,21270001958,Sigvaris Advance 1 Low Comp A/Sleeve+Sls,2127000,1958,1,28.24,26.17,1
1746020,21270001959,Sigvaris Advance 1 Low Comp A/Sleeve+Sls,2127000,1959,1,56.48,52.33,2
3411023,21270001960,Sigvaris Advance 1 Low Comp A/Sleeve + S,2127000,1960,1,56.48,52.33,2
4200,21270001961,Sigvaris Advance 2 Med Comp A/Sleeve+Sls,2127000,1961,1,56.48,52.32,2
424597,21270001962,Sigvaris Advance 2 Med Comp A/Sleeve+Sls,2127000,1962,1,28.24,26.17,1
128483,21270001963,Sigvaris Advance 2 Med Comp A/Sleeve + S,2127000,1963,1,28.24,26.17,1
1258849,21270001964,Sigvaris Advance 3 High Comp A/Sleeve+G/,2127000,1964,2,36.28,33.64,2
5284604,21270001966,Sigvaris Advance 3 High Comp A/Sleeve+H/,2127000,1966,1,56.48,52.33,2
5284605,21270001967,Sigvaris Advance 3 High Comp A/Sleeve+H/,2127000,1967,1,56.48,52.33,2
1850732,21270001968,Sigvaris Cotton Class 1 Thigh Open Toe L,2127000,1968,1,52.78,48.89,2
1221914,21270001969,Sigvaris Cotton Class 1 Thigh Open Toe P,2127000,1969,1,52.78,48.9,2
1117217,21270001970,Sigvaris Cotton Class 1 Thigh Closed Toe,2127000,1970,2,105.56,97.8,4
1221915,21270001971,Sigvaris Cotton Class 1 Thigh Closed Toe,2127000,1971,1,52.78,48.9,2
1118264,21270001972,Sigvaris Cotton Class 1 Thigh Closed Toe,2127000,1972,1,105.56,97.79,4
1089089,21270001973,Sigvaris Cotton Class 1 Thigh C/Toe+Grip,2127000,1973,1,52.78,48.9,2
8851032,21270001977,Sigvaris Cotton Class 1 Thigh C/Toe+Sens,2127000,1977,1,52.78,48.9,2
6536727,21270001979,Sigvaris Cotton Class 1 Panty Open Toe P,2127000,1979,1,105.56,97.79,2
1826109,21270001980,Sigvaris Cotton Class 1 Panty Closed Toe,2127000,1980,1,105.56,97.79,2
3139097,21270001981,Sigvaris Cotton Class 1 Panty Closed Toe,2127000,1981,1,105.56,97.78,2
4808648,21270001984,Sigvaris Cotton Class 2 Thigh Open Toe L,2127000,1984,1,52.78,48.9,2
5281565,21270001985,Sigvaris Cotton Class 2 Thigh Open Toe P,2127000,1985,1,52.78,48.9,2
1217238,21270001986,Sigvaris Cotton Class 2 Thigh Closed Toe,2127000,1986,2,105.56,97.8,4
7259122,21270001987,Sigvaris Cotton Class 2 Thigh Closed Toe,2127000,1987,1,52.78,48.9,2
4828493,21270001988,Sigvaris Cotton Class 2 Thigh O/Toe+Sens,2127000,1988,1,52.78,48.9,2
4828494,21270001990,Sigvaris Cotton Class 2 Thigh C/Toe+Sens,2127000,1990,1,52.78,48.9,2
248560,21270001992,Sigvaris Cotton CL2 Thigh C/Toe + w/a (L,2127000,1992,2,124.76,115.59,4
3295336,21270001993,Sigvaris Cotton CL2 Thigh C/Toe + w/a (L,2127000,1993,1,31.19,28.9,1
5720330,21270001994,Sigvaris Cotton Class 3 Thigh Open Toe +,2127000,1994,1,52.78,48.9,2
1468721,21270001996,Sigvaris Cotton Class 3 Thigh Closed Toe,2127000,1996,1,158.34,146.68,6
2982037,21270001998,Sigvaris Cotton Class 3 Panty Open Toe L,2127000,1998,1,52.78,48.9,1
6545200,21270002004,Sigvaris Magic CL1 Thigh Open Toe + Knob,2127000,2004,1,26.4,24.57,1
1039179,21270002005,Sigvaris Magic CL1 Thigh O/Toe+Knobbed G,2127000,2005,1,105.58,97.81,4
1782613,21270002006,Sigvaris Magic CL1 Thigh Closed Toe+Knob,2127000,2006,1,105.58,97.81,4
297006,21270002007,Sigvaris Magic CL1 Thigh C/Toe+Knobbed G,2127000,2007,1,105.58,97.81,4
1712169,21270002008,Sigvaris Magic CL2 Thigh Open Toe + Knob,2127000,2008,1,52.79,48.91,2
966321,21270002009,Sigvaris Magic CL2 Thigh O/Toe+Knobbed G,2127000,2009,1,105.58,97.81,4
3104706,21270002010,Sigvaris Magic CL2 Thigh Closed Toe+Knob,2127000,2010,1,52.79,48.91,2
1118265,21270002011,Sigvaris Magic CL2 Thigh C/Toe+Knobbed G,2127000,2011,1,52.79,48.91,2
1347508,21270002014,Sigvaris MTM Comfort CL1 Panty Bodyform ,2127000,2014,1,287.94,266.73,2
15580,21270002015,Sigvaris MTM Comfort CL1 Panty Bodyform ,2127000,2015,1,143.97,133.37,1
4650603,21270002017,Sigvaris MTM Comfort CL2 One-Legged Pant,2127000,2017,1,241.94,224.12,2
1095634,21270002019,Sigvaris MTM Comfort CL2 Panty Bodyform ,2127000,2019,1,310.56,287.68,2
3324868,21270002022,Sigvaris MTM Cotton CL2 One-Legged Panty,2127000,2022,1,120.97,112.05,1
6669426,21270002024,Sigvaris MTM Cotton CL3 One-Legged Panty,2127000,2024,1,120.97,112.06,1
2509713,21270002047,Juzo Dynamic Custom Fit CL1 Armsleeve + ,2127000,2047,1,70.56,65.37,2
1990163,21270002051,Juzo Dynamic Custom Fit CL2 Armsleeve Ly,2127000,2051,1,64.52,59.78,2
966811,21270002052,Juzo Dynamic Custom Fit CL2 Armsleeve + ,2127000,2052,1,72.58,67.23,2
2567763,21270002055,Juzo Dynamic Custom Fit CL2 Combined Arm,2127000,2055,1,98.8,91.53,2
2697994,21270002061,Juzo Soft Custom Fit CL1 Armsleeve + G/T,2127000,2061,1,70.56,65.37,2
9566794,21270002065,Juzo Soft Custom Fit CL2 Armsleeve + G/T,2127000,2065,1,72.58,67.24,2
8734040,21270002068,Haddenham Venex Microlight CL1 B/Knee Op,2127000,2068,1,54.04,50.07,4
9027929,21270002071,Haddenham Venex Microlight CL1 B/Knee Ex,2127000,2071,1,30.14,27.93,2
5372268,21270002081,Haddenham Venex Microlight CL2 B/Knee Ex,2127000,2081,1,30.14,27.93,2
9576056,21270002087,Haddenham Venex Microlight CL2 Tights Ex,2127000,2087,1,106.02,98.2,2
680398,21270002089,Sigvaris CompreFit B/Knee Lymph Gmt     ,2127000,2089,1,90,83.38,1
2661871,21270002090,Sigvaris CompreFit Thigh Lymph Gmt      ,2127000,2090,1,90,83.38,1
219609,21270002091,Sigvaris CompreFLEX B/Knee Lymph Gmt    ,2127000,2091,1,110,101.9,1
227295,21270002092,Sigvaris CompreFLEX Thigh Lymph Gmt     ,2127000,2092,1,110,101.9,1
672540,21270002094,Juzo Adjustable Compression System Sleev,2127000,2094,1,272.18,252.13,2
966815,21270002095,Juzo Adjustable Compression System Hand ,2127000,2095,1,56.46,52.3,2
101889,21270002096,Juzo Adjustable Compression System Foot ,2127000,2096,1,35.28,32.69,1
101890,21270002098,Juzo Adjustable Compression System Calf ,2127000,2098,1,85.69,79.39,1
101891,21270002099,Juzo Adjustable Compression System Knee ,2127000,2099,1,45.36,42.03,1
101892,21270002100,Juzo Adjustable Compression System Thigh,2127000,2100,1,95.77,88.72,1
680402,21270002101,Juzo Adjustable Compression System Exten,2127000,2101,1,35.28,32.69,2
631117,21270002103,Juzo Compression Wrap Foot Lymph Gmt    ,2127000,2103,1,70.56,65.37,2
2033927,21270002105,Juzo Compression Wrap Calf Max Lymph Gmt,2127000,2105,1,171.38,158.76,2
680404,21270002106,Juzo Compression Wrap Calf Lymph Gmt    ,2127000,2106,2,171.38,158.77,2
1793023,21270002108,Juzo Hostess Class 1 Tights Closed Toe L,2127000,2108,1,100.82,93.4,2
2520376,21270002110,Juzo Expert Custom Fit Class 1 B/Knee Fo,2127000,2110,1,58.46,54.16,2
1865614,21270002111,Juzo Expert Custom Fit Class 1 Thigh Foo,2127000,2111,1,72.58,67.24,2
2692624,21270002112,Juzo Expert Custom Fit Class 2 B/Knee Fo,2127000,2112,1,125,115.8,4
8940932,21270002113,Juzo Expert Custom Fit Class 2 Thigh Foo,2127000,2113,1,38.31,35.5,1
820350,21270002114,Juzo Expert Custom Fit Class 3 B/Knee Fo,2127000,2114,1,67.54,62.57,2
1023035,21270002115,Juzo Expert Custom Fit Class 3 Thigh Foo,2127000,2115,1,161.28,149.4,4
948663,21270002116,Juzo Expert Custom Fit Acc For L/Limb An,2127000,2116,1,15.12,14.01,2
5887863,21270002117,Juzo Expert Strong Class 1 B/Knee Footle,2127000,2117,1,59.48,55.11,2
2722998,21270002119,Juzo Expert Strong Class 2 B/Knee Footle,2127000,2119,1,63.52,58.85,2
2567764,21270002120,Juzo Expert Strong Class 2 Thigh Footles,2127000,2120,1,161.28,149.39,4
2499829,21270002121,Juzo Expert Strong Class 3 B/Knee Footle,2127000,2121,1,68.56,63.52,2
2499830,21270002122,Juzo Expert Strong Class 3 Thigh Footles,2127000,2122,1,84.68,78.45,2
4778830,21270002125,Sigvaris MTM Optiform Flex Class 1 B/Kne,2127000,2125,1,138,127.83,4
180667,21270002126,Sigvaris MTM Optiform Flex Class 1 B/Kne,2127000,2126,1,34.5,31.97,1
5968902,21270002127,Sigvaris MTM Optiform Flex Class 1 Thigh,2127000,2127,1,82,75.97,2
